,raised_amount_usd,participants,is_first_round,round_companies,round_funds,round_angels,total_companies,total_funds,total_angels,total_raised,unique_investor,mapped_code,years_since,target
0,,0,1,0,0,0,0,0,0,,,4,-12874.0,1
1,861030.0,0,1,0,0,0,0,0,0,861030.0,,11,,0
2,,0,1,0,0,0,0,0,0,,,3,-584.0,0
3,,1,1,1,0,0,1,0,0,,1.0,3,-12692.0,0
4,,0,1,0,0,0,0,0,0,,,2,-4080.0,0
5,100000.0,0,1,0,0,0,0,0,0,100000.0,,3,-224.0,0
6,41000.0,0,1,0,0,0,0,0,0,41000.0,,3,-10209.0,0
7,,0,1,0,0,0,0,0,0,,,2,3818.0,0
8,,0,1,0,0,0,0,0,0,,,2,358.0,0
9,2500000.0,1,1,0,1,0,0,1,0,2500000.0,1.0,4,1096.0,1
10,,2,1,1,1,0,1,1,0,,2.0,7,,0
11,15000.0,0,1,0,0,0,0,0,0,15000.0,,3,,0
12,,1,1,0,0,1,0,0,1,,1.0,3,0.0,0
13,125000.0,0,1,0,0,0,0,0,0,125000.0,,3,-4.0,0
14,2000000.0,1,0,0,1,0,0,1,0,2000000.0,1.0,4,-365.0,1
15,500000.0,0,0,0,0,0,0,0,0,500000.0,,3,1171.0,0
16,2000000.0,1,0,0,1,0,0,1,0,2000000.0,1.0,4,455.0,1
17,,0,1,0,0,0,0,0,0,,,6,362.0,1
18,8000000.0,1,1,0,1,0,0,1,0,8000000.0,1.0,4,546.0,1
19,4800000.0,3,1,2,1,0,2,2,0,6800000.0,3.0,5,698.0,1
20,,1,0,0,1,0,0,1,0,,1.0,3,-91.0,1
21,8000000.0,1,0,0,1,0,0,2,0,10000000.0,1.0,5,0.0,1
22,3930000.0,1,0,0,1,0,0,1,0,3930000.0,1.0,4,,1
23,1600000.0,1,0,1,0,0,1,0,0,1600000.0,1.0,4,0.0,1
24,,1,0,0,1,0,0,1,0,,1.0,4,1461.0,1
25,,0,1,0,0,0,0,0,0,,,2,0.0,0
26,12500.0,0,0,0,0,0,0,0,0,12500.0,,3,0.0,0
27,5000000.0,2,0,0,2,0,0,4,0,15000000.0,2.0,6,366.0,1
28,100000.0,0,1,0,0,0,0,0,0,100000.0,,3,1.0,0
29,2520000.0,1,0,0,1,0,0,2,0,6450000.0,1.0,5,,1
30,41000000.0,1,1,0,1,0,0,1,0,41000000.0,1.0,4,59.0,1
31,2000000.0,0,0,0,0,0,0,0,0,2000000.0,,7,-3530.0,0
32,3300000.0,3,0,0,2,1,0,2,1,3300000.0,3.0,4,558.0,0
33,4000000.0,0,1,0,0,0,0,0,0,4000000.0,,4,668.0,0
34,10000000.0,0,0,0,0,0,0,0,0,10000000.0,,4,,1
35,,0,0,0,0,0,0,0,0,,,3,549.0,0
36,,1,0,0,1,0,0,1,0,,1.0,3,0.0,0
37,,1,1,0,0,1,0,0,1,,1.0,3,,1
38,,1,1,0,0,1,0,0,1,,1.0,3,-243.0,0
39,1500000.0,3,1,0,1,2,0,1,2,1500000.0,3.0,4,,0
40,100000.0,0,1,0,0,0,0,0,0,100000.0,,3,-331.0,0
41,100000.0,0,1,0,0,0,0,0,0,100000.0,,3,0.0,0
42,200000.0,0,1,0,0,0,0,0,0,200000.0,,3,0.0,0
43,25000000.0,2,1,1,1,0,1,5,0,40000000.0,2.0,7,731.0,1
44,1986990.0,0,0,0,0,0,0,0,0,1986990.0,,3,31.0,0
45,12000000.0,3,1,0,2,1,0,2,1,12000000.0,3.0,4,-1208.0,1
46,,0,0,0,0,0,0,0,0,,,4,51.0,1
47,3000000.0,1,0,0,1,0,1,1,0,4600000.0,1.0,5,821.0,1
48,15800000.0,4,0,2,2,0,2,2,0,15800000.0,4.0,5,485.0,1
49,,1,1,0,1,0,0,1,0,,1.0,4,,0
50,,0,1,0,0,0,0,0,0,,,5,149.0,1
51,,0,0,0,0,0,0,0,0,,,12,,0
52,20000000.0,0,0,0,0,0,0,0,0,21986990.0,,4,211.0,0
53,100000.0,1,0,0,0,1,0,0,1,100000.0,1.0,2,-37.0,1
54,,3,1,1,1,1,1,1,1,,3.0,9,,0
55,,0,0,0,0,0,0,0,0,,,4,33.0,0
56,,1,1,0,1,0,0,1,0,,1.0,4,258.0,1
57,3000000.0,1,0,0,1,0,0,1,0,3000000.0,1.0,4,1004.0,1
58,,0,0,0,0,0,0,0,0,,,4,364.0,1
59,55350000.0,0,1,0,0,0,0,0,0,77336990.0,,5,334.0,0
60,2000.0,2,1,0,0,2,0,0,2,2000.0,2.0,3,5.0,0
61,,1,0,0,1,0,0,1,0,,1.0,4,730.0,0
62,3000000.0,2,1,0,0,2,0,0,2,3000000.0,2.0,4,,0
63,150000.0,2,0,0,1,1,0,1,1,150000.0,2.0,4,0.0,1
64,4000000.0,3,0,0,0,3,0,0,3,4000000.0,3.0,3,0.0,1
65,,4,1,0,4,0,0,4,0,,4.0,4,730.0,1
66,100000.0,1,0,0,1,0,0,1,0,100000.0,1.0,13,-334.0,0
67,3000000.0,2,1,0,2,0,0,2,0,3000000.0,2.0,4,0.0,1
68,300000.0,2,0,0,0,2,0,0,2,300000.0,2.0,4,-2677.0,1
69,,3,0,0,0,3,0,0,3,,3.0,4,31.0,1
70,200000.0,0,0,0,0,0,0,0,0,200000.0,,2,53.0,1
71,3072680.0,0,0,0,0,0,0,0,0,3072680.0,,3,0.0,0
72,,1,1,1,0,0,1,0,0,,1.0,3,0.0,0
73,,1,0,1,0,0,1,0,0,,1.0,3,0.0,1
74,,1,1,0,0,1,0,0,1,,1.0,2,0.0,0
75,7000000.0,0,0,0,0,0,0,0,0,7000000.0,,4,0.0,1
76,115200.0,0,1,0,0,0,0,0,0,115200.0,,3,11.0,0
77,1500000.0,1,0,0,1,0,0,3,0,7950000.0,1.0,6,,1
78,25000000.0,2,1,0,2,0,0,3,0,,2.0,4,1064.0,1
79,2700000.0,3,0,0,3,0,0,3,0,2700000.0,3.0,4,424.0,1
80,750000.0,4,1,0,2,2,0,2,2,750000.0,4.0,2,,1
81,2700000.0,3,0,0,3,0,0,6,0,5400000.0,3.0,4,424.0,1
82,7500000.0,2,0,1,1,0,1,3,1,10800000.0,2.0,5,1034.0,0
83,300000.0,0,1,0,0,0,0,0,0,300000.0,,3,25.0,0
84,,0,0,0,0,0,0,0,0,,,5,485.0,1
85,1360000.0,5,0,0,0,5,0,0,7,1660000.0,5.0,5,-2587.0,1
86,16000000.0,8,0,0,8,0,0,8,0,16000000.0,8.0,5,396.0,0
87,2000000.0,2,1,0,2,0,0,2,0,2000000.0,2.0,3,33.0,0
88,15000000.0,1,1,1,0,0,2,1,0,19600000.0,1.0,6,1200.0,1
89,1500000.0,1,1,0,1,0,0,2,0,4500000.0,1.0,5,1216.0,1
90,2000000.0,2,0,0,2,0,0,2,0,2000000.0,2.0,4,303.0,1
91,6000000.0,3,1,0,1,2,0,1,2,6000000.0,3.0,4,151.0,1
92,250000.0,1,1,0,0,1,0,0,1,250000.0,1.0,2,0.0,1
93,25000000.0,2,1,0,2,0,0,2,1,25100000.0,2.0,4,273.0,1
94,513200.0,0,0,0,0,0,0,0,0,513200.0,,3,911.0,0
95,4000000.0,1,0,0,1,0,0,1,3,,1.0,5,212.0,1
96,30000000.0,1,0,0,1,0,0,1,0,30000000.0,1.0,12,917.0,1
97,2000000.0,0,0,0,0,0,0,0,0,2000000.0,,4,0.0,0
98,26000000.0,2,1,0,2,0,0,2,0,26000000.0,2.0,13,578.0,1
99,1672640.0,2,0,0,2,0,0,2,0,1672640.0,2.0,4,0.0,1
100,33200000.0,4,0,2,2,0,2,2,0,33200000.0,4.0,5,6087.0,1
101,200000.0,1,0,0,1,0,0,1,0,200000.0,1.0,4,31.0,1
102,2750000.0,3,0,0,3,0,0,3,7,4410000.0,3.0,6,-2434.0,1
103,15352300.0,0,0,0,0,0,0,0,0,15352300.0,,11,-2678.0,1
104,5708053.0,1,0,0,1,0,0,1,0,5708053.0,1.0,4,974.0,1
105,,0,0,0,0,0,0,0,0,,,4,344.0,1
106,30000000.0,10,0,0,10,0,0,18,0,46000000.0,10.0,6,579.0,0
107,400000.0,1,0,0,1,0,0,1,0,400000.0,1.0,3,273.0,0
108,1400000.0,0,0,0,0,0,0,0,0,1400000.0,,4,-92.0,0
109,4126789.0,0,0,0,0,0,0,0,0,,,4,1187.0,0
110,60000000.0,2,0,0,2,0,0,2,0,60000000.0,2.0,4,-2284.0,1
111,20000000.0,2,1,0,2,0,1,5,1,30800000.0,2.0,6,1260.0,0
112,,0,0,0,0,0,0,0,0,,,5,453.0,0
113,,0,0,0,0,0,0,0,0,,,6,698.0,1
114,,0,1,0,0,0,0,0,0,,,3,,0
115,7000000.0,0,0,0,0,0,0,0,0,7000000.0,,4,92.0,0
116,,0,1,0,0,0,0,0,0,,,2,304.0,0
117,21000000.0,2,0,0,2,0,0,2,0,21000000.0,2.0,4,61.0,1
118,7500000.0,1,0,0,1,0,0,1,0,7500000.0,1.0,4,304.0,1
119,,0,1,0,0,0,0,0,0,,,4,59.0,0
120,4000.0,2,1,0,0,2,0,0,2,4000.0,2.0,3,155.0,1
121,,1,0,1,0,0,1,18,0,,1.0,7,640.0,0
122,2200000.0,1,0,0,1,0,0,1,0,2200000.0,1.0,4,30.0,1
123,15500000.0,4,0,1,3,0,1,4,0,15700000.0,4.0,5,122.0,1
124,3000000.0,1,0,1,0,0,2,4,0,18700000.0,1.0,13,122.0,1
125,17000000.0,4,0,0,0,4,0,0,7,21000000.0,4.0,4,335.0,1
126,500000.0,1,1,1,0,0,1,0,0,500000.0,1.0,3,0.0,0
127,,0,0,0,0,0,0,0,0,,,6,494.0,0
128,12000000.0,5,0,1,4,0,1,4,0,12000000.0,5.0,5,1073.0,1
129,250000.0,0,1,0,0,0,0,0,0,250000.0,,3,,0
130,5000000.0,0,1,0,0,0,0,0,0,5000000.0,,3,0.0,0
131,,0,0,0,0,0,0,0,0,,,2,1492.0,0
132,45000000.0,1,0,0,1,0,0,3,0,66000000.0,1.0,13,122.0,1
133,5023000.0,0,0,0,0,0,0,0,0,5023000.0,,4,,1
134,600000.0,0,0,0,0,0,0,0,0,600000.0,,3,0.0,0
135,10000000.0,4,0,2,2,0,2,4,0,12000000.0,4.0,5,548.0,1
136,5049990.0,0,0,0,0,0,0,0,0,5049990.0,,4,0.0,1
137,10968800.0,0,0,0,0,0,0,0,0,14041480.0,,4,365.0,0
138,2000000.0,1,1,1,0,0,1,0,0,2000000.0,1.0,3,6182.0,0
139,,2,1,0,2,0,0,2,0,,2.0,4,-31.0,1
140,28000000.0,0,0,0,0,0,0,0,0,38000000.0,,5,,1
141,,0,0,0,0,0,0,0,0,,,3,-31.0,0
142,300000.0,4,0,0,3,1,0,4,1,700000.0,4.0,3,365.0,0
143,2000000.0,0,1,0,0,0,0,0,0,2000000.0,,2,0.0,0
144,1356210.0,1,1,0,1,0,0,1,0,1356210.0,1.0,3,0.0,0
145,500000.0,1,1,0,1,0,0,1,0,500000.0,1.0,3,1461.0,1
146,,1,0,0,0,1,0,0,1,,1.0,2,0.0,1
147,15000000.0,0,0,0,0,0,0,0,0,15000000.0,,3,-609.0,0
148,6500000.0,1,1,0,1,0,0,1,0,6500000.0,1.0,4,,1
149,1000000.0,1,0,1,0,0,1,0,0,1000000.0,1.0,4,0.0,0
150,403973.0,0,0,0,0,0,0,0,0,403973.0,,2,0.0,0
151,7000000.0,0,0,0,0,0,0,0,0,7000000.0,,3,1095.0,1
152,3000000.0,1,0,0,1,0,0,1,0,3000000.0,1.0,4,730.0,0
153,1300000.0,1,0,0,1,0,0,1,0,1300000.0,1.0,3,365.0,0
154,,1,0,0,0,1,0,0,1,,1.0,2,-1004.0,0
155,14439000.0,0,0,0,0,0,0,0,0,14439000.0,,4,0.0,1
156,,0,0,0,0,0,0,0,0,,,3,0.0,0
157,650000.0,0,1,0,0,0,0,0,0,650000.0,,3,-199.0,0
158,15000000.0,3,1,2,1,0,2,1,0,15000000.0,3.0,6,365.0,1
159,30000000.0,3,1,0,3,0,0,3,0,30000000.0,3.0,13,391.0,0
160,37000000.0,1,1,0,1,0,2,3,0,52800000.0,1.0,5,1121.0,1
161,28500000.0,3,0,0,3,0,0,3,0,35500000.0,3.0,4,1126.0,1
162,2050000.0,0,1,0,0,0,0,0,0,2250000.0,,4,449.0,1
163,12000000.0,1,0,0,1,0,0,1,0,12000000.0,1.0,4,761.0,0
164,3211701.0,0,1,0,0,0,0,0,0,3211701.0,,3,,0
165,16170000.0,1,1,0,1,0,0,4,0,24120000.0,1.0,7,,1
166,1000.0,0,1,0,0,0,0,0,0,1000.0,,3,-1847.0,0
167,2000000.0,1,0,0,1,0,0,1,0,2000000.0,1.0,4,42.0,1
168,35000.0,0,1,0,0,0,0,0,0,35000.0,,3,0.0,0
169,17000000.0,3,0,0,3,0,0,3,0,17000000.0,3.0,5,790.0,0
170,1000000.0,1,0,0,1,0,0,1,0,1000000.0,1.0,3,19.0,0
171,1200000.0,3,0,0,3,0,0,3,0,1200000.0,3.0,4,152.0,1
172,1100000.0,2,0,0,1,1,0,2,2,1250000.0,2.0,5,425.0,1
173,1500000.0,0,0,0,0,0,0,0,0,1500000.0,,4,61.0,1
174,1200000.0,0,1,0,0,0,0,0,0,1200000.0,,2,431.0,0
175,,0,0,0,0,0,0,0,0,,,8,2996.0,0
176,1200000.0,0,1,0,0,0,0,0,0,1200000.0,,3,745.0,0
177,12083943.0,3,0,2,1,0,2,1,0,12083943.0,3.0,4,385.0,1
178,15000000.0,4,0,0,4,0,0,4,0,15000000.0,4.0,4,452.0,0
179,,1,1,0,1,0,0,1,0,,1.0,5,819.0,1
180,1010000.0,2,1,0,1,1,0,1,1,1010000.0,2.0,2,609.0,0
181,8750000.0,5,0,0,5,0,0,11,0,14150000.0,5.0,5,821.0,1
182,5300000.0,3,1,0,3,0,0,3,0,5300000.0,3.0,4,921.0,1
183,14000000.0,1,0,0,1,0,0,1,0,15400000.0,1.0,5,91.0,0
184,100000000.0,14,0,4,9,1,5,10,4,,14.0,6,491.0,1
185,9000000.0,7,0,0,6,1,0,10,2,9700000.0,7.0,5,465.0,0
186,42000000.0,4,0,0,4,0,0,4,0,42000000.0,4.0,5,472.0,0
187,36000000.0,4,1,0,4,0,0,5,0,43500000.0,4.0,5,486.0,1
188,35000000.0,3,0,0,2,1,1,20,1,,3.0,8,792.0,0
189,155000.0,0,1,0,0,0,0,0,0,155000.0,,3,0.0,0
190,7700000.0,1,0,0,1,0,0,1,0,7700000.0,1.0,4,90.0,1
191,28000000.0,3,0,0,3,0,0,6,7,32410000.0,3.0,7,-2191.0,1
192,14000000.0,2,0,0,2,0,0,2,0,14000000.0,2.0,4,851.0,0
193,,2,0,0,0,2,0,0,2,,2.0,2,0.0,0
194,15000000.0,3,1,1,0,2,1,0,2,15000000.0,3.0,2,427.0,0
195,1000000.0,1,1,0,1,0,0,1,0,1000000.0,1.0,3,152.0,0
196,2000000.0,0,0,0,0,0,0,0,0,2000000.0,,2,437.0,0
197,4250000.0,1,0,0,1,0,0,1,0,4250000.0,1.0,4,,1
198,5000000.0,0,0,0,0,0,0,0,0,5000000.0,,4,496.0,0
199,15000000.0,3,0,0,3,0,0,3,0,15000000.0,3.0,4,2708.0,0
200,3000000.0,1,0,0,1,0,0,1,0,3000000.0,1.0,4,-61.0,0
201,100000.0,1,0,0,1,0,0,1,0,100000.0,1.0,3,,1
202,20000000.0,3,0,0,2,1,0,3,1,22000000.0,3.0,5,156.0,1
203,2036189.0,2,0,0,2,0,0,2,0,2036189.0,2.0,4,1132.0,0
204,6000000.0,4,1,0,4,0,0,4,0,6000000.0,4.0,4,378.0,1
205,120000000.0,5,1,0,5,0,0,8,0,186000000.0,5.0,5,300.0,1
206,2000000.0,5,1,0,1,4,0,1,4,2000000.0,5.0,2,60.0,0
207,23000000.0,0,0,0,0,0,0,0,0,23000000.0,,6,2738.0,1
208,4200000.0,1,1,0,1,0,0,1,0,4200000.0,1.0,4,,1
209,5733600.0,3,1,0,3,0,0,3,0,6246800.0,3.0,4,1277.0,0
210,,0,0,0,0,0,0,0,0,,,3,30.0,0
211,2000000.0,1,0,0,1,0,0,1,0,2000000.0,1.0,2,0.0,0
212,1325000.0,0,0,0,0,0,0,0,0,1325000.0,,4,547.0,0
213,6116000.0,0,0,0,0,0,0,0,0,7441000.0,,5,547.0,0
214,,0,1,0,0,0,0,0,0,,,5,648.0,1
215,1000000.0,1,0,0,1,0,0,1,0,1000000.0,1.0,13,,1
216,43000000.0,4,0,3,1,0,3,1,0,43000000.0,4.0,6,1354.0,0
217,35000000.0,5,0,0,5,0,0,5,0,35000000.0,5.0,5,959.0,1
218,30000000.0,10,0,0,8,2,0,8,2,30000000.0,10.0,5,356.0,1
219,14200000.0,3,0,1,2,0,1,2,0,14200000.0,3.0,4,5353.0,1
220,30600000.0,0,0,0,0,0,0,0,0,30600000.0,,4,397.0,1
221,5000000.0,2,0,0,1,1,0,1,1,5000000.0,2.0,4,,1
222,100000.0,0,1,0,0,0,0,0,0,100000.0,,3,0.0,0
223,44500000.0,2,1,0,2,0,0,2,0,44500000.0,2.0,4,,0
224,,0,0,0,0,0,0,0,0,,,4,51.0,0
225,50000000.0,4,0,0,4,0,0,5,0,62000000.0,4.0,5,999.0,0
226,1000000.0,1,0,0,1,0,0,1,0,1000000.0,1.0,4,1366.0,0
227,,0,0,0,0,0,0,0,0,,,7,1033.0,1
228,,0,0,0,0,0,0,0,0,,,4,121.0,1
229,6800000.0,1,0,0,1,0,0,2,0,9000000.0,1.0,4,335.0,1
230,55000000.0,11,0,0,11,0,0,11,0,55000000.0,11.0,6,1004.0,1
231,36000000.0,6,1,1,5,0,3,9,0,48000000.0,6.0,6,822.0,1
232,26000000.0,7,0,3,4,0,3,4,0,33000000.0,7.0,5,641.0,1
233,5000000.0,1,0,0,0,1,0,0,1,5000000.0,1.0,4,730.0,0
234,6000000.0,0,0,0,0,0,0,0,0,6000000.0,,4,305.0,1
235,,0,0,0,0,0,0,0,0,,,4,153.0,0
236,19000000.0,6,0,1,5,0,3,9,0,37700000.0,6.0,6,458.0,1
237,,0,1,0,0,0,0,0,0,,,7,824.0,0
238,800000.0,1,0,0,1,0,0,1,0,800000.0,1.0,4,335.0,0
239,900000.0,2,1,2,0,0,2,0,0,900000.0,2.0,2,214.0,0
240,4000.0,0,1,0,0,0,0,0,0,4000.0,,5,619.0,1
241,26000000.0,4,0,1,3,0,1,3,0,26000000.0,4.0,5,345.0,0
242,,0,1,0,0,0,0,0,0,,,5,456.0,0
243,1000000.0,1,0,0,1,0,0,1,0,1000000.0,1.0,4,,0
244,,0,0,0,0,0,0,0,0,,,4,2638.0,0
245,5000000.0,0,1,0,0,0,0,0,0,5000000.0,,4,1927.0,0
246,105000.0,0,1,0,0,0,0,0,0,105000.0,,3,366.0,0
247,6513500.0,0,0,0,0,0,0,0,0,11536500.0,,5,,1
248,,0,1,0,0,0,0,0,0,,,3,-730.0,0
249,72000000.0,0,0,0,0,0,0,0,0,110000000.0,,6,,1
250,,1,1,1,0,0,1,0,0,,1.0,3,-273.0,0
251,,2,0,0,0,2,0,2,4,,2.0,2,731.0,1
252,,0,1,0,0,0,0,0,0,,,3,-730.0,0
253,,1,1,0,1,0,1,1,0,,1.0,3,-273.0,0
254,,1,0,0,0,1,0,0,1,,1.0,2,-396.0,1
255,1000000.0,3,0,0,0,3,0,0,3,1000000.0,3.0,4,366.0,0
256,29000000.0,0,0,0,0,0,0,0,0,29000000.0,,4,366.0,1
257,21226600.0,0,0,0,0,0,0,0,0,26276590.0,,5,366.0,1
258,240000.0,0,1,0,0,0,0,0,0,240000.0,,3,145.0,0
259,4500000.0,0,0,0,0,0,0,0,0,4500000.0,,4,366.0,0
260,1674900.0,0,0,0,0,0,0,0,0,1674900.0,,4,0.0,0
261,,0,1,0,0,0,0,0,0,,,3,0.0,0
262,,1,0,0,1,0,0,1,0,,1.0,3,731.0,1
263,5362120.0,0,0,0,0,0,0,0,0,5362120.0,,4,0.0,1
264,10000000.0,3,0,0,3,0,0,3,0,10000000.0,3.0,4,,1
265,125000.0,0,1,0,0,0,0,0,0,125000.0,,3,0.0,0
266,6686126.0,1,0,0,1,0,0,1,0,6686126.0,1.0,4,,1
267,100000.0,1,0,0,1,0,0,2,0,200000.0,1.0,3,,1
268,350000.0,0,1,0,0,0,0,0,0,362500.0,,2,1706.0,0
269,12100000.0,0,0,0,0,0,0,0,0,12100000.0,,4,92.0,0
270,5600000.0,1,0,0,1,0,0,4,0,41100000.0,1.0,5,1492.0,1
271,90000000.0,5,1,1,4,0,6,14,4,,5.0,7,808.0,1
272,2178358.0,1,0,0,1,0,0,1,0,2178358.0,1.0,4,141.0,0
273,20000000.0,4,1,0,4,0,0,7,1,42000000.0,4.0,6,420.0,1
274,,1,0,0,1,0,0,1,0,,1.0,5,365.0,1
275,22900000.0,5,1,2,3,0,2,3,0,22900000.0,5.0,4,,1
276,3000000.0,1,0,0,1,0,0,1,0,3000000.0,1.0,4,790.0,0
277,100000.0,2,0,0,1,1,0,1,1,100000.0,2.0,4,397.0,0
278,1431291.0,1,0,0,1,0,0,1,0,1431291.0,1.0,3,442.0,0
279,4546000.0,2,0,1,1,0,3,2,0,16629943.0,2.0,5,757.0,1
280,23735300.0,0,0,0,0,0,0,0,0,23735300.0,,4,456.0,0
281,34000000.0,2,0,2,0,0,2,3,0,51000000.0,2.0,6,1186.0,0
282,100000.0,0,1,0,0,0,0,1,1,200000.0,,0,436.0,0
283,7000000.0,0,0,0,0,0,0,0,0,7000000.0,,4,851.0,0
284,300000.0,3,0,0,3,0,0,6,0,1500000.0,3.0,4,578.0,1
285,2000000.0,2,0,0,2,0,0,2,0,2000000.0,2.0,4,1216.0,1
286,,1,1,1,0,0,1,0,0,,1.0,4,1947.0,0
287,,0,0,0,0,0,0,0,0,,,3,135.0,0
288,540000.0,1,1,0,1,0,0,1,0,540000.0,1.0,4,1246.0,1
289,2000000.0,1,0,0,1,0,0,2,0,3000000.0,1.0,12,1817.0,0
290,2000000.0,1,0,0,1,0,0,1,0,2000000.0,1.0,13,517.0,1
291,1000000.0,1,0,0,1,0,0,1,0,1000000.0,1.0,13,517.0,1
292,4500000.0,1,0,0,1,0,0,2,0,5500000.0,1.0,4,517.0,1
293,48218802.0,1,0,0,1,0,0,2,0,56282263.0,1.0,6,,0
294,1499900.0,0,0,0,0,0,0,0,0,1499900.0,,4,181.0,0
295,7000000.0,1,1,0,1,0,0,1,0,7000000.0,1.0,13,,1
296,15000000.0,4,1,0,4,0,0,4,0,15000000.0,4.0,5,548.0,0
297,3515025.0,4,0,1,3,0,1,3,0,3515025.0,4.0,4,,0
298,7000000.0,5,1,0,5,0,0,9,0,49000000.0,5.0,6,934.0,0
299,,0,1,0,0,0,0,0,0,,,3,31.0,0
300,3000000.0,1,1,0,1,0,0,1,0,3000000.0,1.0,6,,1
301,15000000.0,5,0,0,5,0,0,5,0,45600000.0,5.0,6,743.0,1
302,,0,1,0,0,0,0,0,0,,,3,0.0,0
303,18000000.0,7,1,1,6,0,1,17,0,32150000.0,7.0,6,1339.0,1
304,,0,1,0,0,0,0,0,0,,,2,2380.0,0
305,,0,0,0,0,0,0,0,0,,,5,402.0,0
306,7265054.0,2,0,0,2,0,0,2,0,7265054.0,2.0,4,,0
307,8000000.0,3,0,0,3,0,0,3,0,8000000.0,3.0,4,,1
308,9300000.0,5,0,0,5,0,0,9,0,50400000.0,5.0,5,1734.0,1
309,3000000.0,1,0,1,0,0,1,0,0,14500000.0,1.0,6,1369.0,1
310,5000.0,0,0,0,0,0,0,0,0,5000.0,,3,0.0,0
311,7000000.0,0,0,0,0,0,0,0,0,14441000.0,,6,1004.0,0
312,36000000.0,6,0,0,6,0,0,6,0,36000000.0,6.0,5,670.0,1
313,6000000.0,2,0,0,2,0,0,2,0,6000000.0,2.0,4,639.0,0
314,,0,0,0,0,0,0,0,0,,,4,256.0,1
315,15000000.0,3,0,0,3,0,0,6,0,25000000.0,3.0,5,,1
316,2180176.0,1,1,0,1,0,0,1,0,2180176.0,1.0,3,1045.0,1
317,650000.0,0,1,0,0,0,0,0,0,650000.0,,2,162.0,0
318,1800000.0,0,0,0,0,0,0,0,0,1800000.0,,2,,1
319,,0,0,0,0,0,0,0,0,,,4,45.0,0
320,2732622.0,2,1,2,0,0,5,2,0,19362565.0,2.0,5,1002.0,1
321,12000000.0,2,0,0,2,0,0,2,0,12000000.0,2.0,5,700.0,0
322,,2,1,0,0,2,0,0,2,,2.0,2,,1
323,11200000.0,8,0,1,7,0,4,16,0,48900000.0,8.0,7,853.0,1
324,3250000.0,1,1,0,1,0,0,1,0,3250000.0,1.0,13,,1
325,22274927.0,1,1,0,1,0,0,1,0,22274927.0,1.0,4,2170.0,0
326,3300000.0,1,1,0,1,0,0,3,0,8800000.0,1.0,5,730.0,1
327,6000000.0,1,0,0,1,0,0,1,0,6000000.0,1.0,4,-365.0,0
328,250000.0,1,0,0,1,0,0,1,0,250000.0,1.0,2,-577.0,1
329,900000.0,2,0,0,0,2,0,0,2,900000.0,2.0,2,671.0,1
330,1500000.0,0,1,0,0,0,0,0,0,1500000.0,,2,,0
331,25000000.0,1,1,0,1,0,0,3,0,85000000.0,1.0,4,-1461.0,1
332,11472000.0,0,0,0,0,0,0,0,0,16834120.0,,5,365.0,1
333,4200000.0,1,0,0,1,0,0,1,0,4200000.0,1.0,4,0.0,0
334,,1,1,0,1,0,0,1,0,,1.0,4,0.0,0
335,,1,0,0,1,0,0,1,0,,1.0,5,,1
336,4200000.0,2,0,0,2,0,0,2,0,4200000.0,2.0,4,487.0,0
337,,1,0,0,0,1,0,0,1,,1.0,2,0.0,1
338,200000.0,1,1,1,0,0,1,0,0,200000.0,1.0,3,1096.0,1
339,7000000.0,0,0,0,0,0,0,0,0,7000000.0,,4,365.0,1
340,150000.0,0,0,0,0,0,0,0,0,150000.0,,3,0.0,0
341,469543.0,1,1,0,0,1,0,0,1,469543.0,1.0,3,0.0,0
342,700000.0,4,0,0,1,3,0,1,3,700000.0,4.0,2,0.0,1
343,25000.0,0,0,0,0,0,0,0,0,25000.0,,3,0.0,0
344,,1,0,0,0,1,0,0,1,,1.0,2,,1
345,6000000.0,1,0,0,1,0,0,2,0,7900000.0,1.0,13,1467.0,1
346,60000000.0,1,1,0,1,0,0,1,0,60000000.0,1.0,5,,0
347,5330000.0,1,1,0,1,0,0,1,0,5330000.0,1.0,6,1117.0,0
348,12000000.0,5,0,0,5,0,0,5,0,12000000.0,5.0,5,1488.0,0
349,3100000.0,3,0,0,3,0,0,3,0,3100000.0,3.0,4,,1
350,1000000.0,3,1,0,0,3,0,0,3,1000000.0,3.0,2,4414.0,1
351,5000000.0,0,1,0,0,0,0,0,0,5000000.0,,3,762.0,1
352,,3,1,0,3,0,0,3,0,,3.0,3,,1
353,9800000.0,5,0,1,4,0,1,4,0,9800000.0,5.0,4,,0
354,3492400.0,3,0,0,3,0,0,3,0,3492400.0,3.0,4,408.0,0
355,11500000.0,0,1,0,0,0,0,0,0,11500000.0,,6,2241.0,1
356,4000000.0,0,0,0,0,0,0,0,0,4000000.0,,4,-3757.0,0
357,8000000.0,3,1,0,3,0,0,3,0,8000000.0,3.0,4,789.0,1
358,1970000.0,1,1,0,1,0,0,2,0,6220000.0,1.0,5,,1
359,10000000.0,3,1,0,3,0,0,3,0,10000000.0,3.0,6,,1
360,,0,0,0,0,0,0,0,0,,,6,594.0,0
361,5500000.0,2,0,0,2,0,0,2,0,5500000.0,2.0,4,830.0,0
362,9500000.0,0,0,0,0,0,0,0,0,23939000.0,,5,830.0,1
363,14000000.0,1,1,0,1,0,0,1,0,14000000.0,1.0,4,4488.0,1
364,5337000.0,3,0,0,3,0,0,4,0,,3.0,5,1933.0,0
